CustomerID,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,MonetaryCluster,OverallScore,segment
17243.0,0,407,8628.55,2,1,0,3,Mid-Value
15708.0,40,297,3329.7200000000003,2,1,0,3,Mid-Value
16033.0,5,1152,8727.61,2,1,0,3,Mid-Value
18055.0,6,363,6752.14,2,1,0,3,Mid-Value
18109.0,1,454,7925.32,2,1,0,3,Mid-Value
13069.0,0,470,3717.82,2,1,0,3,Mid-Value
16241.0,9,662,2607.87,2,1,0,3,Mid-Value
14800.0,47,392,4236.34,2,1,0,3,Mid-Value
16839.0,8,298,15357.78,2,1,0,3,Mid-Value
16931.0,4,898,4604.22,2,1,0,3,Mid-Value
16814.0,13,325,6500.6,2,1,0,3,Mid-Value
13269.0,0,320,5315.92,2,1,0,3,Mid-Value
12567.0,22,463,9114.94,2,1,0,3,Mid-Value
18118.0,10,1284,5595.77,2,1,0,3,Mid-Value
17059.0,29,516,3095.04,2,1,0,3,Mid-Value
16327.0,13,319,3844.22,2,1,0,3,Mid-Value
15570.0,6,330,4109.97,2,1,0,3,Mid-Value
16393.0,1,358,2941.05,2,1,0,3,Mid-Value
15023.0,2,563,6763.16,2,1,0,3,Mid-Value
15426.0,18,300,1429.9,2,1,0,3,Mid-Value
15867.0,4,463,3797.79,2,1,0,3,Mid-Value
14506.0,16,316,2012.17,2,1,0,3,Mid-Value
15555.0,11,925,4758.2,2,1,0,3,Mid-Value
12720.0,2,359,5713.28,2,1,0,3,Mid-Value
17965.0,37,329,2622.57,2,1,0,3,Mid-Value
13174.0,15,314,2817.03,2,1,0,3,Mid-Value
17677.0,1,321,16219.22,2,1,0,3,Mid-Value
17428.0,0,343,17078.45,2,1,0,3,Mid-Value
16161.0,1,502,5352.97,2,1,0,3,Mid-Value
15039.0,9,1508,19786.44,2,1,0,3,Mid-Value
12474.0,16,457,7116.47,2,1,0,3,Mid-Value
15078.0,6,451,9623.35,2,1,0,3,Mid-Value
14085.0,1,451,4435.79,2,1,0,3,Mid-Value
14667.0,10,576,9231.2,2,1,0,3,Mid-Value
16710.0,18,402,2483.04,2,1,0,3,Mid-Value
17068.0,11,297,4531.34,2,1,0,3,Mid-Value
15356.0,30,519,2766.5,2,1,0,3,Mid-Value
15194.0,2,326,7521.17,2,1,0,3,Mid-Value
15021.0,8,479,1872.28,2,1,0,3,Mid-Value
12681.0,14,646,13677.59,2,1,0,3,Mid-Value
17735.0,1,690,13110.02,2,1,0,3,Mid-Value
13319.0,4,500,10664.34,2,1,0,3,Mid-Value
15498.0,0,523,12396.46,2,1,0,3,Mid-Value
13488.0,16,427,8910.61,2,1,0,3,Mid-Value
17675.0,0,721,20098.1,2,1,0,3,Mid-Value
16904.0,3,710,3754.27,2,1,0,3,Mid-Value
12839.0,2,316,5583.62,2,1,0,3,Mid-Value
13078.0,0,380,12432.28,2,1,0,3,Mid-Value
13050.0,8,422,5684.61,2,1,0,3,Mid-Value
14796.0,0,1165,7839.51,2,1,0,3,Mid-Value
16779.0,1,344,10454.05,2,1,0,3,Mid-Value
15750.0,2,295,2451.23,2,1,0,3,Mid-Value
17706.0,3,395,10097.37,2,1,0,3,Mid-Value
17975.0,14,297,4393.61,2,1,0,3,Mid-Value
16558.0,0,474,8257.04,2,1,0,3,Mid-Value
16713.0,18,632,6840.2300000000005,2,1,0,3,Mid-Value
15529.0,22,674,3967.78,2,1,0,3,Mid-Value
12766.0,3,310,6989.63,2,1,0,3,Mid-Value
15005.0,15,1160,6180.49,2,1,0,3,Mid-Value
17340.0,8,424,11891.18,2,1,0,3,Mid-Value
16700.0,8,312,5040.0,2,1,0,3,Mid-Value
15358.0,4,561,8234.8,2,1,0,3,Mid-Value
12621.0,1,474,13612.07,2,1,0,3,Mid-Value
12683.0,3,362,8221.09,2,1,0,3,Mid-Value
15856.0,3,653,16173.67,2,1,0,3,Mid-Value
13102.0,0,310,6336.29,2,1,0,3,Mid-Value
17576.0,7,417,3457.78,2,1,0,3,Mid-Value
14713.0,8,341,2664.2599999999998,2,1,0,3,Mid-Value
14702.0,0,348,3250.64,2,1,0,3,Mid-Value
13230.0,3,612,2763.41,2,1,0,3,Mid-Value
13969.0,6,633,8986.69,2,1,0,3,Mid-Value
17530.0,0,394,2385.0,2,1,0,3,Mid-Value
15805.0,22,307,5452.17,2,1,0,3,Mid-Value
18116.0,67,378,1418.03,2,1,0,3,Mid-Value
13148.0,28,347,3348.48,2,1,0,3,Mid-Value
17865.0,30,389,10158.54,2,1,0,3,Mid-Value
17220.0,23,472,3198.25,2,1,0,3,Mid-Value
16873.0,4,289,7066.31,2,1,0,3,Mid-Value
16923.0,11,696,6666.83,2,1,0,3,Mid-Value
14159.0,19,1212,4678.3,2,1,0,3,Mid-Value
13668.0,2,501,6216.07,2,1,0,3,Mid-Value
14684.0,25,421,1236.28,2,1,0,3,Mid-Value
15547.0,6,702,4954.84,2,1,0,3,Mid-Value
15998.0,36,509,3084.17,2,1,0,3,Mid-Value
15044.0,18,461,7629.38,2,1,0,3,Mid-Value
14505.0,16,803,5818.7,2,1,0,3,Mid-Value
12540.0,19,481,13309.039999999999,2,1,0,3,Mid-Value
13209.0,29,329,5820.16,2,1,0,3,Mid-Value
17338.0,16,757,6612.18,2,1,0,3,Mid-Value
17231.0,11,546,3127.82,2,1,0,3,Mid-Value
17799.0,21,410,3026.08,2,1,0,3,Mid-Value
17611.0,3,582,3947.87,2,1,0,3,Mid-Value
15159.0,1,720,18573.68,2,1,0,3,Mid-Value
14525.0,8,298,4221.37,2,1,0,3,Mid-Value
14961.0,10,317,7006.58,2,1,0,3,Mid-Value
14057.0,23,291,6147.4,2,1,0,3,Mid-Value
14415.0,0,612,5811.56,2,1,0,3,Mid-Value
13097.0,32,437,5893.32,2,1,0,3,Mid-Value
12867.0,25,551,3986.22,2,1,0,3,Mid-Value
13458.0,6,394,9537.92,2,1,0,3,Mid-Value
15727.0,16,302,5178.96,2,1,0,3,Mid-Value
15615.0,9,429,10360.04,2,1,0,3,Mid-Value
16746.0,4,452,6694.31,2,1,0,3,Mid-Value
13534.0,1,342,5613.08,2,1,0,3,Mid-Value
18223.0,1,299,6315.2300000000005,2,1,0,3,Mid-Value
13004.0,11,409,5613.43,2,1,0,3,Mid-Value
14769.0,2,1094,10641.6,2,1,0,3,Mid-Value
17315.0,0,487,6204.46,2,1,0,3,Mid-Value
12705.0,14,348,6814.24,2,1,0,3,Mid-Value
16686.0,46,588,3043.48,2,1,0,3,Mid-Value
15034.0,15,400,4277.66,2,1,0,3,Mid-Value
15719.0,32,938,5043.96,2,1,0,3,Mid-Value
17634.0,35,297,2361.9700000000003,2,1,0,3,Mid-Value
18283.0,3,756,2094.88,2,1,0,3,Mid-Value
12484.0,32,350,4495.27,2,1,0,3,Mid-Value
17284.0,59,294,1641.68,2,1,0,3,Mid-Value
16326.0,5,320,3085.96,2,1,0,3,Mid-Value
16549.0,9,981,4154.64,2,1,0,3,Mid-Value
13451.0,25,444,2916.45,2,1,0,3,Mid-Value
17811.0,3,872,7677.71,2,1,0,3,Mid-Value
17365.0,12,468,4801.56,2,1,0,3,Mid-Value
16791.0,28,322,1706.28,2,1,0,3,Mid-Value
14587.0,18,384,1598.24,2,1,0,3,Mid-Value
17364.0,0,414,4455.73,2,1,0,3,Mid-Value
15033.0,4,513,2571.02,2,1,0,3,Mid-Value
18069.0,25,472,2021.82,2,1,0,3,Mid-Value
16843.0,42,379,10183.82,2,1,0,3,Mid-Value
12626.0,22,307,6388.35,2,1,0,3,Mid-Value
13001.0,3,342,9797.92,2,1,0,3,Mid-Value
13263.0,0,1677,7454.07,2,1,0,3,Mid-Value
12451.0,10,355,8933.52,2,1,0,3,Mid-Value
17602.0,1,565,5050.77,2,1,0,3,Mid-Value
12637.0,66,394,5953.25,2,1,0,3,Mid-Value
14895.0,7,506,11020.26,2,1,0,3,Mid-Value
17769.0,12,313,3960.63,2,1,0,3,Mid-Value
15443.0,1,385,3212.16,2,1,0,3,Mid-Value
13742.0,16,323,3102.42,2,1,0,3,Mid-Value
14534.0,2,558,4075.35,2,1,0,3,Mid-Value
16133.0,3,365,14305.66,2,1,0,3,Mid-Value
14049.0,16,505,5639.15,2,1,0,3,Mid-Value
13098.0,0,605,28658.88,2,1,0,3,Mid-Value
14701.0,10,350,2486.2200000000003,2,1,0,3,Mid-Value
16523.0,1,298,9295.67,2,1,0,3,Mid-Value
13709.0,3,346,6249.110000000001,2,1,0,3,Mid-Value
14502.0,19,631,2351.02,2,1,0,3,Mid-Value
12477.0,22,308,13117.01,2,1,0,3,Mid-Value
16745.0,86,358,7170.7,2,1,0,3,Mid-Value
16110.0,44,354,1337.48,2,1,0,3,Mid-Value
13871.0,22,338,6389.8,2,1,0,3,Mid-Value
13137.0,10,705,3605.08,2,1,0,3,Mid-Value
14194.0,4,604,11216.75,2,1,0,3,Mid-Value
17613.0,22,319,4509.37,2,1,0,3,Mid-Value
14562.0,3,446,4709.22,2,1,0,3,Mid-Value
17571.0,49,299,1498.51,2,1,0,3,Mid-Value
13018.0,15,459,7272.75,2,1,0,3,Mid-Value
15382.0,14,306,5927.86,2,1,0,3,Mid-Value
16940.0,51,305,3049.88,2,1,0,3,Mid-Value
17139.0,15,487,10585.57,2,1,0,3,Mid-Value
16187.0,31,297,6841.24,2,1,0,3,Mid-Value
14056.0,0,1128,8124.4,2,1,0,3,Mid-Value
12428.0,25,300,7877.2,2,1,0,3,Mid-Value
14903.0,20,364,2744.48,2,1,0,3,Mid-Value
17107.0,32,421,10380.43,2,1,0,3,Mid-Value
16242.0,7,295,3598.26,2,1,0,3,Mid-Value
13975.0,30,340,2503.23,2,1,0,3,Mid-Value
14730.0,0,501,2005.06,2,1,0,3,Mid-Value
14367.0,7,533,9167.82,2,1,0,3,Mid-Value
16712.0,8,447,3645.43,2,1,0,3,Mid-Value
16426.0,1,372,1908.25,2,1,0,3,Mid-Value
17049.0,2,322,5594.78,2,1,0,3,Mid-Value
14936.0,8,366,8117.42,2,1,0,3,Mid-Value
15493.0,32,299,1967.25,2,1,0,3,Mid-Value
15150.0,16,344,5303.97,2,1,0,3,Mid-Value
13268.0,17,447,3167.64,2,1,0,3,Mid-Value
15861.0,11,547,3000.36,2,1,0,3,Mid-Value
14071.0,3,333,1307.41,2,1,0,3,Mid-Value
13985.0,3,353,7024.53,2,1,0,3,Mid-Value
14711.0,9,359,2838.2,2,1,0,3,Mid-Value
17625.0,17,315,2047.0,2,1,0,3,Mid-Value
15249.0,31,358,6657.36,2,1,0,3,Mid-Value
13571.0,12,341,2092.32,2,1,0,3,Mid-Value
17758.0,18,412,3456.7000000000003,2,1,0,3,Mid-Value
14546.0,3,417,2487.02,2,1,0,3,Mid-Value
14535.0,58,333,2841.09,2,1,0,3,Mid-Value
14446.0,0,293,1039.58,2,1,0,3,Mid-Value
16729.0,35,668,7076.28,2,1,0,3,Mid-Value
15436.0,11,329,1122.53,2,1,0,3,Mid-Value
16007.0,47,385,1701.94,2,1,0,3,Mid-Value
12757.0,15,377,4227.7,2,1,0,3,Mid-Value
14583.0,5,330,1052.55,2,1,0,3,Mid-Value
16813.0,7,449,1692.98,2,1,0,3,Mid-Value
14178.0,8,327,1620.93,2,1,0,3,Mid-Value
14704.0,10,415,1546.91,2,1,0,3,Mid-Value
18122.0,7,364,1826.21,2,1,0,3,Mid-Value
16474.0,6,368,1811.47,2,1,0,3,Mid-Value
16764.0,3,718,2758.25,2,1,0,3,Mid-Value
14456.0,4,977,3047.63,2,1,0,3,Mid-Value
16984.0,77,418,4392.42,2,1,0,3,Mid-Value
16910.0,3,547,1510.06,2,1,0,3,Mid-Value
14432.0,9,382,2255.51,2,1,0,3,Mid-Value
16360.0,4,671,3411.69,2,1,0,3,Mid-Value
16049.0,39,312,1111.79,2,1,0,3,Mid-Value
17813.0,13,378,1714.6,2,1,0,3,Mid-Value
12856.0,7,317,2162.68,2,1,0,3,Mid-Value
17509.0,57,369,6100.74,2,1,0,3,Mid-Value
13755.0,3,343,2154.68,2,1,0,3,Mid-Value
14547.0,3,367,3986.7400000000002,2,1,0,3,Mid-Value
15427.0,32,306,1483.14,2,1,0,3,Mid-Value
15993.0,8,560,2756.82,2,1,0,3,Mid-Value
13521.0,0,436,1093.65,2,1,0,3,Mid-Value
16919.0,155,327,2596.45,1,1,0,2,Mid-Value
13869.0,122,307,3104.95,1,1,0,2,Mid-Value
17337.0,150,548,1944.32,1,1,0,2,Mid-Value
17050.0,95,316,3228.84,1,1,0,2,Mid-Value
15100.0,329,6,635.1,0,0,0,0,Low-Value
18074.0,373,13,489.6,0,0,0,0,Low-Value
16250.0,260,24,389.44,0,0,0,0,Low-Value
13747.0,373,1,79.6,0,0,0,0,Low-Value
12791.0,373,2,192.60000000000002,0,0,0,0,Low-Value
17908.0,373,58,243.28,0,0,0,0,Low-Value
16583.0,373,14,233.45,0,0,0,0,Low-Value
18085.0,329,29,689.95,0,0,0,0,Low-Value
17968.0,373,85,277.35,0,0,0,0,Low-Value
16552.0,242,17,379.73,0,0,0,0,Low-Value
14729.0,373,71,313.49,0,0,0,0,Low-Value
14237.0,372,9,161.0,0,0,0,0,Low-Value
15350.0,372,5,115.65,0,0,0,0,Low-Value
15922.0,371,12,363.6,0,0,0,0,Low-Value
15165.0,372,27,487.75,0,0,0,0,Low-Value
17643.0,372,8,101.55,0,0,0,0,Low-Value
13093.0,266,170,7741.47,0,0,0,0,Low-Value
16274.0,372,67,357.95,0,0,0,0,Low-Value
14496.0,311,19,538.8100000000001,0,0,0,0,Low-Value
14142.0,372,22,311.81,0,0,0,0,Low-Value
13065.0,372,14,205.86,0,0,0,0,Low-Value
18011.0,372,28,102.78999999999999,0,0,0,0,Low-Value
13715.0,280,108,1053.94,0,0,0,0,Low-Value
17732.0,372,18,303.97,0,0,0,0,Low-Value
12855.0,372,3,38.1,0,0,0,0,Low-Value
17855.0,372,17,208.97,0,0,0,0,Low-Value
17925.0,372,1,244.08,0,0,0,0,Low-Value
13108.0,372,10,350.06,0,0,0,0,Low-Value
15070.0,372,1,106.2,0,0,0,0,Low-Value
16546.0,290,31,-95.93,0,0,0,0,Low-Value
15923.0,372,21,127.08,0,0,0,0,Low-Value
16752.0,372,9,207.5,0,0,0,0,Low-Value
15363.0,240,17,318.05,0,0,0,0,Low-Value
16510.0,371,13,248.1,0,0,0,0,Low-Value
15107.0,310,20,247.66,0,0,0,0,Low-Value
17976.0,371,65,353.19,0,0,0,0,Low-Value
16781.0,364,19,294.65,0,0,0,0,Low-Value
17547.0,371,2,-11.8,0,0,0,0,Low-Value
15823.0,336,17,-840.76,0,0,0,0,Low-Value
13958.0,371,5,-102.45,0,0,0,0,Low-Value
16995.0,371,1,-1.25,0,0,0,0,Low-Value
13011.0,371,3,50.550000000000004,0,0,0,0,Low-Value
13295.0,359,11,197.95000000000002,0,0,0,0,Low-Value
16754.0,371,2,2002.4,0,0,0,0,Low-Value
14576.0,371,1,35.400000000000006,0,0,0,0,Low-Value
12738.0,371,11,155.35,0,0,0,0,Low-Value
14213.0,371,5,-1192.2,0,0,0,0,Low-Value
12686.0,371,7,89.14,0,0,0,0,Low-Value
14679.0,371,1,-2.55,0,0,0,0,Low-Value
13370.0,365,44,721.32,0,0,0,0,Low-Value
17967.0,371,48,123.07,0,0,0,0,Low-Value
14589.0,371,3,39.75,0,0,0,0,Low-Value
16926.0,370,14,230.25,0,0,0,0,Low-Value
12793.0,334,24,545.48,0,0,0,0,Low-Value
12725.0,370,24,427.8,0,0,0,0,Low-Value
16725.0,301,152,775.07,0,0,0,0,Low-Value
14813.0,369,30,155.43,0,0,0,0,Low-Value
17062.0,313,71,534.47,0,0,0,0,Low-Value
15332.0,365,35,1661.06,0,0,0,0,Low-Value
13506.0,311,29,452.82,0,0,0,0,Low-Value
15221.0,365,11,114.1,0,0,0,0,Low-Value
15880.0,368,106,313.28000000000003,0,0,0,0,Low-Value
16718.0,368,45,623.75,0,0,0,0,Low-Value
15808.0,305,210,3724.77,0,0,0,0,Low-Value
16402.0,264,60,299.6,0,0,0,0,Low-Value
15894.0,252,41,263.55,0,0,0,0,Low-Value
14081.0,266,156,904.67,0,0,0,0,Low-Value
16858.0,365,13,345.89000000000004,0,0,0,0,Low-Value
15899.0,368,4,56.25,0,0,0,0,Low-Value
17691.0,357,19,290.40000000000003,0,0,0,0,Low-Value
13497.0,282,20,321.05,0,0,0,0,Low-Value
18113.0,368,1,76.32000000000001,0,0,0,0,Low-Value
17860.0,368,58,252.8,0,0,0,0,Low-Value
16658.0,367,8,123.24,0,0,0,0,Low-Value
17223.0,309,49,426.79,0,0,0,0,Low-Value
16138.0,367,1,-7.95,0,0,0,0,Low-Value
14850.0,311,22,278.15,0,0,0,0,Low-Value
13963.0,307,35,664.54,0,0,0,0,Low-Value
15649.0,335,2,816.0,0,0,0,0,Low-Value
14176.0,296,32,574.0,0,0,0,0,Low-Value
15353.0,254,63,777.02,0,0,0,0,Low-Value
18119.0,367,30,181.12,0,0,0,0,Low-Value
13786.0,366,7,230.39999999999998,0,0,0,0,Low-Value
15180.0,366,6,87.5,0,0,0,0,Low-Value
13807.0,366,7,112.6,0,0,0,0,Low-Value
16125.0,366,13,289.35,0,0,0,0,Low-Value
14821.0,366,2,48.800000000000004,0,0,0,0,Low-Value
12386.0,337,10,401.9,0,0,0,0,Low-Value
17406.0,329,116,1928.72,0,0,0,0,Low-Value
12441.0,366,11,173.55,0,0,0,0,Low-Value
15973.0,235,6,99.77000000000002,0,0,0,0,Low-Value
16893.0,366,45,145.93,0,0,0,0,Low-Value
15032.0,255,55,4464.1,0,0,0,0,Low-Value
16679.0,365,3,129.75,0,0,0,0,Low-Value
18269.0,357,8,138.9,0,0,0,0,Low-Value
12870.0,365,2,-14.899999999999999,0,0,0,0,Low-Value
13649.0,256,23,346.6,0,0,0,0,Low-Value
13270.0,365,1,590.0,0,0,0,0,Low-Value
15347.0,365,5,201.60000000000002,0,0,0,0,Low-Value
16252.0,365,21,-295.09,0,0,0,0,Low-Value
18071.0,257,25,453.0,0,0,0,0,Low-Value
12755.0,249,6,2203.2,0,0,0,0,Low-Value
12797.0,359,17,194.18,0,0,0,0,Low-Value
13369.0,353,19,263.75,0,0,0,0,Low-Value
14932.0,365,17,363.53,0,0,0,0,Low-Value
14355.0,365,11,174.4,0,0,0,0,Low-Value
14479.0,253,18,316.25,0,0,0,0,Low-Value
16065.0,364,74,372.09,0,0,0,0,Low-Value
15945.0,364,2,181.0,0,0,0,0,Low-Value
17978.0,364,12,300.91999999999996,0,0,0,0,Low-Value
16795.0,364,66,414.88,0,0,0,0,Low-Value
12872.0,326,66,599.97,0,0,0,0,Low-Value
16499.0,359,22,319.1,0,0,0,0,Low-Value
15279.0,354,21,277.40999999999997,0,0,0,0,Low-Value
16579.0,364,1,-30.599999999999998,0,0,0,0,Low-Value
17456.0,364,17,249.86,0,0,0,0,Low-Value
17307.0,364,1,-152.64000000000001,0,0,0,0,Low-Value
12605.0,364,3,-7.5,0,0,0,0,Low-Value
16163.0,224,7,441.59999999999997,0,0,0,0,Low-Value
17880.0,364,26,458.92,0,0,0,0,Low-Value
14082.0,364,29,182.25,0,0,0,0,Low-Value
17912.0,309,40,295.61,0,0,0,0,Low-Value
15723.0,364,41,203.1,0,0,0,0,Low-Value
14256.0,253,54,935.0600000000001,0,0,0,0,Low-Value
15881.0,311,32,438.24,0,0,0,0,Low-Value
16727.0,363,46,272.82,0,0,0,0,Low-Value
16565.0,363,3,173.7,0,0,0,0,Low-Value
15503.0,362,70,147.09,0,0,0,0,Low-Value
17251.0,362,39,283.28000000000003,0,0,0,0,Low-Value
15224.0,357,16,310.48,0,0,0,0,Low-Value
16010.0,245,86,407.5,0,0,0,0,Low-Value
14413.0,361,23,122.7,0,0,0,0,Low-Value
18004.0,361,40,169.47,0,0,0,0,Low-Value
16665.0,361,9,135.39999999999998,0,0,0,0,Low-Value
15454.0,361,25,179.1,0,0,0,0,Low-Value
15361.0,361,7,418.92,0,0,0,0,Low-Value
17990.0,236,29,630.84,0,0,0,0,Low-Value
17303.0,360,53,250.04,0,0,0,0,Low-Value
17524.0,360,6,145.0,0,0,0,0,Low-Value
17890.0,322,94,602.09,0,0,0,0,Low-Value
15777.0,240,22,1021.61,0,0,0,0,Low-Value
13948.0,360,3,102.0,0,0,0,0,Low-Value
13008.0,322,15,178.46999999999997,0,0,0,0,Low-Value
14206.0,238,21,308.26,0,0,0,0,Low-Value
16202.0,360,18,365.27,0,0,0,0,Low-Value
18141.0,360,1,-35.400000000000006,0,0,0,0,Low-Value
16262.0,360,3,-31.65,0,0,0,0,Low-Value
17194.0,273,29,262.62,0,0,0,0,Low-Value
16812.0,360,15,479.35,0,0,0,0,Low-Value
12829.0,321,12,253.05,0,0,0,0,Low-Value
17230.0,263,73,3466.67,0,0,0,0,Low-Value
17525.0,359,9,422.70000000000005,0,0,0,0,Low-Value
13221.0,239,66,847.41,0,0,0,0,Low-Value
17551.0,358,43,306.84,0,0,0,0,Low-Value
18050.0,358,5,74.4,0,0,0,0,Low-Value
12666.0,358,2,-227.44,0,0,0,0,Low-Value
15456.0,282,60,447.22,0,0,0,0,Low-Value
17752.0,358,1,80.64,0,0,0,0,Low-Value
13829.0,358,1,-102.0,0,0,0,0,Low-Value
17496.0,358,10,271.05,0,0,0,0,Low-Value
15246.0,237,33,514.15,0,0,0,0,Low-Value
16037.0,269,39,855.02,0,0,0,0,Low-Value
15789.0,357,25,351.3,0,0,0,0,Low-Value
17580.0,252,45,215.72,0,0,0,0,Low-Value
14373.0,357,4,76.55,0,0,0,0,Low-Value
18176.0,353,33,448.65,0,0,0,0,Low-Value
14220.0,246,21,632.4,0,0,0,0,Low-Value
13874.0,357,18,540.45,0,0,0,0,Low-Value
17392.0,306,62,457.91,0,0,0,0,Low-Value
12551.0,357,10,168.0,0,0,0,0,Low-Value
15204.0,356,9,316.58,0,0,0,0,Low-Value
15160.0,356,4,158.16,0,0,0,0,Low-Value
13033.0,356,11,190.55,0,0,0,0,Low-Value
17358.0,302,59,365.85,0,0,0,0,Low-Value
17343.0,354,17,193.64,0,0,0,0,Low-Value
18256.0,354,4,-50.1,0,0,0,0,Low-Value
12377.0,314,77,1628.12,0,0,0,0,Low-Value
14119.0,353,1,-19.9,0,0,0,0,Low-Value
15460.0,353,58,216.76,0,0,0,0,Low-Value
16270.0,352,54,1141.24,0,0,0,0,Low-Value
12515.0,352,16,383.7,0,0,0,0,Low-Value
12734.0,352,4,110.39999999999999,0,0,0,0,Low-Value
17239.0,312,16,379.95,0,0,0,0,Low-Value
14532.0,235,64,932.85,0,0,0,0,Low-Value
15562.0,351,1,134.55,0,0,0,0,Low-Value
13922.0,351,7,172.25,0,0,0,0,Low-Value
12585.0,233,97,1982.81,0,0,0,0,Low-Value
13304.0,350,21,300.42,0,0,0,0,Low-Value
16282.0,339,11,168.3,0,0,0,0,Low-Value
15661.0,316,5,309.8,0,0,0,0,Low-Value
15266.0,337,6,119.3,0,0,0,0,Low-Value
15464.0,337,157,1048.85,0,0,0,0,Low-Value
12503.0,337,1,-1126.0,0,0,0,0,Low-Value
13368.0,256,29,623.4,0,0,0,0,Low-Value
12735.0,314,43,779.5699999999999,0,0,0,0,Low-Value
13187.0,336,37,236.02,0,0,0,0,Low-Value
12501.0,314,160,2089.68,0,0,0,0,Low-Value
15607.0,336,13,104.76,0,0,0,0,Low-Value
15139.0,239,13,178.96,0,0,0,0,Low-Value
12489.0,335,15,334.93,0,0,0,0,Low-Value
14889.0,335,10,135.9,0,0,0,0,Low-Value
14672.0,234,61,765.55,0,0,0,0,Low-Value
17128.0,334,14,157.09,0,0,0,0,Low-Value
12651.0,334,9,114.0,0,0,0,0,Low-Value
18032.0,333,5,73.5,0,0,0,0,Low-Value
16850.0,333,19,332.41,0,0,0,0,Low-Value
15326.0,333,29,311.71,0,0,0,0,Low-Value
13672.0,300,16,-71.46,0,0,0,0,Low-Value
12736.0,332,4,234.0,0,0,0,0,Low-Value
16351.0,332,8,153.9,0,0,0,0,Low-Value
13144.0,332,3,110.95,0,0,0,0,Low-Value
15346.0,332,17,252.42000000000002,0,0,0,0,Low-Value
14669.0,241,170,1269.99,0,0,0,0,Low-Value
18095.0,312,21,580.0500000000001,0,0,0,0,Low-Value
15749.0,234,15,21535.9,0,0,0,0,Low-Value
17569.0,331,29,344.14,0,0,0,0,Low-Value
14270.0,331,29,492.65000000000003,0,0,0,0,Low-Value
12665.0,324,4,61.75,0,0,0,0,Low-Value
14185.0,330,3,197.65,0,0,0,0,Low-Value
12652.0,321,51,914.53,0,0,0,0,Low-Value
15171.0,324,7,1034.5,0,0,0,0,Low-Value
13284.0,322,14,196.15,0,0,0,0,Low-Value
14114.0,273,15,386.53,0,0,0,0,Low-Value
15447.0,330,9,155.17,0,0,0,0,Low-Value
16315.0,330,14,226.37,0,0,0,0,Low-Value
15510.0,330,1,250.0,0,0,0,0,Low-Value
12672.0,329,10,225.89999999999998,0,0,0,0,Low-Value
13385.0,329,35,534.57,0,0,0,0,Low-Value
15213.0,318,25,325.05,0,0,0,0,Low-Value
18106.0,329,39,430.7,0,0,0,0,Low-Value
15316.0,326,1,165.0,0,0,0,0,Low-Value
14238.0,325,8,146.85,0,0,0,0,Low-Value
13859.0,325,28,201.16,0,0,0,0,Low-Value
18212.0,325,43,248.42,0,0,0,0,Low-Value
18233.0,325,1,440.0,0,0,0,0,Low-Value
14242.0,234,16,280.55,0,0,0,0,Low-Value
12346.0,325,2,0.0,0,0,0,0,Low-Value
13898.0,325,12,155.93,0,0,0,0,Low-Value
16997.0,287,12,702.0,0,0,0,0,Low-Value
15395.0,325,7,107.45,0,0,0,0,Low-Value
13693.0,324,4,-32.0,0,0,0,0,Low-Value
